GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.utils,StreamUtils,3,12,0,0,2,2,1,2,1,2
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.utils,NodePropertiesTools,158,297,20,18,27,60,16,11,0,8
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.utils,FixityResultImpl,55,92,10,8,12,20,11,11,4,9
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.utils,BinaryCacheEntry,15,15,0,0,5,5,1,3,1,3
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.utils,JcrPropertyStatementListener,30,219,5,15,6,54,5,12,0,7
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.utils,FedoraTypesUtils,83,472,16,50,20,82,14,47,1,27
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.utils,ProjectedCacheEntry,26,0,0,0,5,0,2,0,2,0
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.utils,BasicCacheEntry,46,61,6,4,4,13,4,4,0,3
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.utils,PropertyChangedListener,11,20,2,2,3,7,2,3,1,2
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.utils,NamespaceTools,44,110,3,9,13,20,4,8,1,5
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.utils,UncheckedFunction,6,6,0,0,2,2,0,2,0,2
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.utils,FixityInputStream,0,13,0,0,0,3,0,2,0,2
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.utils,UncheckedPredicate,6,6,0,0,2,2,0,2,0,2
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.observer.eventmappings,AllNodeEventsOneEvent,2,83,1,1,1,16,1,6,0,6
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.observer.eventmappings,OneToOne,7,0,0,0,2,0,2,0,2,0
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.utils.iterators,RdfAdder,0,39,0,0,0,10,0,4,0,4
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.utils.iterators,RdfRemover,0,39,0,0,0,10,0,4,0,4
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.utils.iterators,PersistingRdfStreamConsumer,117,189,10,12,24,48,8,13,1,9
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.services,ContainerServiceImpl,56,63,4,6,11,20,6,7,3,5
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.services,NodeServiceImpl,50,86,2,2,13,22,4,6,2,6
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.services,ServiceHelpers,161,43,14,2,36,16,13,3,6,2
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.services,CredentialsServiceImpl,14,3,2,0,3,1,2,1,1,1
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.services,TransactionServiceImpl,115,123,5,7,17,35,8,13,3,12
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.services,BinaryServiceImpl,52,71,5,7,13,22,7,7,3,5
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.services,AbstractService,28,48,1,7,7,13,3,7,2,4
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.services,VersionServiceImpl,61,269,12,22,9,63,11,17,0,11
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.services,RepositoryServiceImpl,71,76,6,2,9,20,7,5,3,5
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.services,NamespaceServiceImpl,3,3,0,0,1,1,1,1,1,1
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.services,ExternalContentServiceImpl,24,3,0,0,7,1,3,1,3,1
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.identifiers,NamespaceConverter,0,81,0,4,0,19,0,6,0,4
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.identifiers,HierarchyConverter,196,0,12,0,44,0,17,0,11,0
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.identifiers,NodeResourceConverter,15,35,2,4,3,9,3,5,1,4
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.identifiers,HashConverter,0,61,0,4,0,9,0,5,0,3
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape,TransactionImpl,49,92,8,2,14,34,8,8,3,8
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape,FedoraResourceImpl,544,1420,52,88,121,283,60,100,17,73
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape,FedoraBinaryImpl,238,432,19,29,54,103,23,27,7,19
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape,FedoraResourceImpl.new Converter() {...},3,6,0,0,1,2,1,2,1,2
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape,ContainerImpl,4,4,0,0,1,2,1,1,1,1
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape,FedoraJcrConstants,3,0,0,0,2,0,1,0,1,0
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape,NonRdfSourceDescriptionImpl,6,26,0,0,2,7,0,5,0,5
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape,TombstoneImpl,28,36,1,1,4,13,1,4,0,4
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape,TxAwareSession,13,48,3,5,4,13,3,4,0,3
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.services.functions,AnyTypesPredicate,23,26,5,1,3,6,3,2,0,2
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.services.functions,JcrPropertyFunctions,6,35,1,5,2,5,2,6,1,4
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.impl.mappings,PropertyValueIterator,10,67,1,9,3,19,1,7,0,3
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.impl.mappings,PropertyToTriple,39,69,5,3,9,14,3,5,0,4
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.impl,AclRdfContext,3,31,0,0,2,7,0,1,0,1
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.impl,ContentRdfContext,37,11,2,2,6,4,2,1,0,1
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.impl,FixityRdfContext,0,115,0,0,0,14,0,4,0,4
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.impl,LdpRdfContext,25,45,2,4,4,11,4,4,2,3
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.impl,ParentRdfContext,6,33,3,3,0,7,2,3,0,2
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.impl,LdpContainerRdfContext,150,26,18,0,30,7,14,3,5,3
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.impl,NodeRdfContext,4,37,0,0,1,9,1,5,1,5
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.impl,DefaultIdentifierTranslator,0,5,0,0,0,2,0,1,0,1
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.impl,PrefixingIdentifierTranslator,20,163,5,11,4,32,5,11,0,8
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.impl,LdpIsMemberOfRdfContext,183,0,24,0,40,0,18,0,6,0
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.impl,RootRdfContext,45,80,3,5,6,15,3,5,0,4
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.impl,PropertiesRdfContext,2,57,1,3,0,10,1,5,0,4
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.impl,ReferencesRdfContext,10,103,0,0,1,17,1,7,1,7
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.impl,HashRdfContext,0,61,0,6,0,12,0,8,0,5
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.impl,SkolemNodeRdfContext,23,59,0,0,5,13,1,6,1,6
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.impl,VersionsRdfContext,14,130,3,5,3,22,3,8,0,7
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.impl,TypeRdfContext,0,26,0,0,0,4,0,3,0,3
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.impl,ChildrenRdfContext,43,0,2,0,7,0,5,0,4,0
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf,ManagedRdf,3,19,0,0,2,5,1,3,1,3
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf,JcrRdfTools,104,539,23,57,16,120,23,32,0,15
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf,JcrRdfTools.DefaultPathMinter,0,3,0,0,0,1,0,1,0,1
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.observer,SimpleObserver,26,362,4,12,4,58,3,22,0,17
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.observer,DefaultFilter,0,19,0,0,0,4,0,3,0,3
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.observer,SuppressByMixinFilter,0,32,1,3,0,6,1,4,0,3
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.observer,FedoraEventImpl,120,253,12,8,25,54,10,15,2,13
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.converters,ValueConverter.RdfLiteralJcrValueBuilder,30,127,11,17,7,32,11,17,1,13
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.converters,PropertyConverter,32,148,7,17,5,35,8,10,1,5
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.rdf.converters,ValueConverter,82,138,10,14,18,32,10,14,0,9
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.spring,DefaultPropertiesLoader.PROPERTIES,5,85,0,0,0,11,1,4,1,4
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.spring,DefaultPropertiesLoader,93,42,9,3,14,10,7,4,2,3
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.spring,ModeShapeRepositoryFactoryBean,43,104,4,4,12,33,4,9,0,9
Fedora Repository Kernel Implementation (ModeShape),org.fcrepo.kernel.modeshape.utils.impl,CacheEntryFactory,8,11,1,1,3,3,2,1,1,1
